footlength,Heightin,Weightlbs,balloffootcircumference,EUR Size
273,74,203,237,41.935483870967744
279,69,160,249,42.85714285714286
301,71,224,258,46.236559139784944
265,70,215,251,40.706605222734254
252,65,165,236,38.70967741935484
260,69,190,244,39.93855606758833
273,70,175,243,41.935483870967744
250,69,189,247,38.40245775729647
273,72,175,244,41.935483870967744
272,72,210,264,41.78187403993856
282,68,182,266,43.31797235023041
260,68,170,235,39.93855606758833
277,70,185,252,42.54992319508449
258,66,130,227,39.63133640552996
286,70,240,264,43.93241167434716
280,72,195,243,43.01075268817205
286,73,200,271,43.93241167434716
274,68,190,244,42.08909370199693
274,71,185,260,42.08909370199693
278,72,219,258,42.703533026113675
282,75,190,247,43.31797235023041
235,64,168,241,36.09831029185868
266,66,186,258,40.86021505376344
259,74,213,250,39.78494623655914
287,73,178,258,44.086021505376344
266,70,166,258,40.86021505376344
276,68,234,267,42.3963133640553
278,70,205,245,42.703533026113675
288,71,184,257,44.23963133640553
279,70,180,247,42.85714285714286
265,68,181,253,40.706605222734254
241,61,144,245,37.0199692780338
256,69,155,233,39.324116743471585
267,70,175,244,41.013824884792626
261,67,165,236,40.092165898617516
281,71,230,270,43.164362519201234
283,70,160,254,43.4715821812596
274,68,160,244,42.08909370199693
286,68,215,260,43.93241167434716
264,67,194,253,40.55299539170507
257,66,200,274,39.47772657450077
258,65,180,232,39.63133640552996
278,72,190,243,42.703533026113675
253,67,161,227,38.863287250384026
259,68,187,246,39.78494623655914
278,70,175,252,42.703533026113675
257,67,185,254,39.47772657450077
278,73,230,255,42.703533026113675
260,67,170,254,39.93855606758833
281,73,160,246,43.164362519201234
273,69,144,252,41.935483870967744
274,67,180,262,42.08909370199693
273,70,218,235,41.935483870967744
256,70,175,227,39.324116743471585
293,70,235,261,45.00768049155146
264,69,195,257,40.55299539170507
278,75,230,269,42.703533026113675
266,69,190,237,40.86021505376344
270,69,154,253,41.474654377880185
264,69,205,253,40.55299539170507
270,68,225,257,41.474654377880185
275,70,185,244,42.242703533026116
246,65,161,249,37.78801843317972
253,66,140,233,38.863287250384026
282,71,184,262,43.31797235023041
282,71,210,248,43.31797235023041
272,69,195,244,41.78187403993856
267,67,155,244,41.013824884792626
257,68,170,258,39.47772657450077
285,72,230,264,43.77880184331797
260,67,160,239,39.93855606758833
263,71,190,242,40.39938556067588
248,69,180,247,38.095238095238095
247,66,154,233,37.94162826420891
265,69,178,243,40.706605222734254
263,70,166,231,40.39938556067588
265,71,170,257,40.706605222734254
264,68,210,233,40.55299539170507
265,72,185,234,40.706605222734254
256,66,131,225,39.324116743471585
274,69,220,266,42.08909370199693
309,79,205,263,47.465437788018434
273,68,225,283,41.935483870967744
273,75,227,249,41.935483870967744
286,74,170,248,43.93241167434716
269,73,235,250,41.321044546851
270,73,185,261,41.474654377880185
267,69,180,257,41.013824884792626
310,77,235,271,47.61904761904762
270,66,181,236,41.474654377880185
269,71,221,270,41.321044546851
274,67,170,263,42.08909370199693
263,64,168,250,40.39938556067588
264,64,214,267,40.55299539170507
261,67,195,243,40.092165898617516
284,69,185,247,43.625192012288785
253,68,190,232,38.863287250384026
266,69,180,234,40.86021505376344
264,70,235,244,40.55299539170507
287,72,190,260,44.086021505376344
277,70,145,245,42.54992319508449
273,74,285,279,41.935483870967744
290,71,215,265,44.5468509984639
281,76,180,260,43.164362519201234
285,72,185,264,43.77880184331797
277,77,265,248,42.54992319508449
274,72,215,248,42.08909370199693
277,74,225,247,42.54992319508449
265,69,150,237,40.706605222734254
278,71,208,262,42.703533026113675
275,68,155,250,42.242703533026116
270,71,145,250,41.474654377880185
264,73,191,246,40.55299539170507
268,69,165,257,41.16743471582181
285,72,203,262,43.77880184331797
269,70,160,253,41.321044546851
286,72,230,262,43.93241167434716
284,71,250,259,43.625192012288785
274,73,185,256,42.08909370199693
246,67,135,236,37.78801843317972
278,71,240,247,42.703533026113675
267,70,171,241,41.013824884792626
294,72,260,287,45.16129032258065
257,68,120,242,39.47772657450077
263,70,195,248,40.39938556067588
275,71,180,254,42.242703533026116
284,72,235,285,43.625192012288785
275,72,195,267,42.242703533026116
275,74,185,256,42.242703533026116
275,72,183,240,42.242703533026116
259,68,150,243,39.78494623655914
264,69,175,236,40.55299539170507
288,73,165,252,44.23963133640553
269,72,210,255,41.321044546851
276,73,215,272,42.3963133640553
272,74,235,254,41.78187403993856
253,67,145,247,38.863287250384026
278,75,220,263,42.703533026113675
257,70,175,240,39.47772657450077
275,74,205,251,42.242703533026116
294,74,170,267,45.16129032258065
280,70,205,246,43.01075268817205
283,69,225,257,43.4715821812596
269,70,167,246,41.321044546851
288,76,265,269,44.23963133640553
282,74,205,259,43.31797235023041
272,73,222,256,41.78187403993856
255,66,166,253,39.1705069124424
258,67,185,244,39.63133640552996
274,67,190,256,42.08909370199693
272,69,247,258,41.78187403993856
267,67,180,266,41.013824884792626
255,67,175,255,39.1705069124424
275,72,205,254,42.242703533026116
277,75,220,264,42.54992319508449
267,70,220,259,41.013824884792626
302,72,222,272,46.39016897081413
258,67,190,260,39.63133640552996
284,72,170,265,43.625192012288785
277,74,210,256,42.54992319508449
276,70,160,257,42.3963133640553
273,74,240,252,41.935483870967744
279,74,246,266,42.85714285714286
277,68,212,257,42.54992319508449
276,72,187,257,42.3963133640553
280,71,213,262,43.01075268817205
267,68,145,253,41.013824884792626
280,74,225,253,43.01075268817205
274,71,198,262,42.08909370199693
259,67,150,234,39.78494623655914
259,67,178,242,39.78494623655914
274,71,165,242,42.08909370199693
277,68,195,258,42.54992319508449
261,66,172,254,40.092165898617516
269,70,150,253,41.321044546851
294,76,180,266,45.16129032258065
290,75,255,260,44.5468509984639
284,72,210,264,43.625192012288785
285,77,293,263,43.77880184331797
283,74,220,272,43.4715821812596
272,69,180,240,41.78187403993856
268,68,145,234,41.16743471582181
289,75,210,275,44.39324116743472
282,72,220,247,43.31797235023041
254,67,122,242,39.01689708141321
253,66,140,225,38.863287250384026
263,69,168,247,40.39938556067588
284,73,220,261,43.625192012288785
216,63,88,186,33.17972350230415
272,71,200,247,41.78187403993856
303,73,276,300,46.54377880184332
280,74,180,253,43.01075268817205
267,70,165,240,41.013824884792626
264,66,195,254,40.55299539170507
276,73,180,249,42.3963133640553
278,73,180,252,42.703533026113675
267,70,190,243,41.013824884792626
269,72,155,240,41.321044546851
280,69,235,266,43.01075268817205
276,73,175,266,42.3963133640553
264,68,138,236,40.55299539170507
274,72,210,277,42.08909370199693
276,71,180,250,42.3963133640553
265,72,150,247,40.706605222734254
269,71,180,247,41.321044546851
258,69,160,228,39.63133640552996
290,73,190,266,44.5468509984639
290,74,215,257,44.5468509984639
276,71,185,264,42.3963133640553
284,72,185,266,43.625192012288785
268,68,182,249,41.16743471582181
277,65,156,249,42.54992319508449
251,72,155,228,38.556067588325654
256,71,155,248,39.324116743471585
272,68,195,258,41.78187403993856
251,67,125,235,38.556067588325654
265,69,195,258,40.706605222734254
284,70,200,280,43.625192012288785
251,64,180,232,38.556067588325654
258,71,180,233,39.63133640552996
277,73,245,266,42.54992319508449
266,69,128,237,40.86021505376344
270,68,210,265,41.474654377880185
276,71,190,254,42.3963133640553
245,66,127,236,37.634408602150536
277,73,213,264,42.54992319508449
268,68,205,269,41.16743471582181
280,72,198,256,43.01075268817205
254,65,185,255,39.01689708141321
272,74,185,246,41.78187403993856
287,70,141,235,44.086021505376344
266,73,195,258,40.86021505376344
272,71,135,247,41.78187403993856
256,69,203,255,39.324116743471585
264,67,157,251,40.55299539170507
264,69,165,242,40.55299539170507
264,69,175,247,40.55299539170507
277,71,240,257,42.54992319508449
275,68,192,257,42.242703533026116
270,68,155,246,41.474654377880185
265,69,210,264,40.706605222734254
269,70,150,242,41.321044546851
293,72,260,276,45.00768049155146
268,67,155,246,41.16743471582181
264,70,181,253,40.55299539170507
256,70,180,256,39.324116743471585
281,70,220,267,43.164362519201234
284,70,180,256,43.625192012288785
306,74,224,273,47.004608294930875
271,68,175,250,41.62826420890937
297,76,220,272,45.622119815668206
284,72,190,253,43.625192012288785
277,74,170,252,42.54992319508449
257,66,135,240,39.47772657450077
255,70,180,254,39.1705069124424
251,69,145,234,38.556067588325654
269,72,195,263,41.321044546851
268,70,176,242,41.16743471582181
256,66,170,243,39.324116743471585
297,71,241,266,45.622119815668206
278,68,155,234,42.703533026113675
281,70,180,266,43.164362519201234
282,74,197,270,43.31797235023041
277,72,191,261,42.54992319508449
273,67,245,261,41.935483870967744
290,71,213,254,44.5468509984639
268,69,170,253,41.16743471582181
278,70,230,265,42.703533026113675
232,66,127,223,35.63748079877112
251,68,190,247,38.556067588325654
254,67,188,241,39.01689708141321
258,68,200,258,39.63133640552996
256,68,220,257,39.324116743471585
269,71,195,252,41.321044546851
273,74,235,240,41.935483870967744
279,72,185,252,42.85714285714286
268,70,175,237,41.16743471582181
287,74,172,246,44.086021505376344
262,71,240,236,40.2457757296467
267,70,185,247,41.013824884792626
269,72,190,252,41.321044546851
253,66,168,237,38.863287250384026
268,68,195,257,41.16743471582181
285,68,187,257,43.77880184331797
272,71,175,241,41.78187403993856
263,70,195,252,40.39938556067588
254,67,140,244,39.01689708141321
264,67,185,248,40.55299539170507
247,66,150,237,37.94162826420891
239,67,170,243,36.712749615975426
276,70,190,247,42.3963133640553
267,72,185,257,41.013824884792626
270,74,182,261,41.474654377880185
258,67,205,248,39.63133640552996
279,72,225,270,42.85714285714286
307,73,240,274,47.15821812596006
279,71,170,247,42.85714285714286
285,68,223,260,43.77880184331797
274,70,145,240,42.08909370199693
283,73,222,272,43.4715821812596
287,73,235,283,44.086021505376344
258,69,165,240,39.63133640552996
268,70,185,258,41.16743471582181
253,66,160,241,38.863287250384026
274,70,180,252,42.08909370199693
284,72,185,265,43.625192012288785
262,66,150,238,40.2457757296467
271,73,225,276,41.62826420890937
268,74,240,260,41.16743471582181
284,72,230,265,43.625192012288785
267,72,195,257,41.013824884792626
263,69,155,237,40.39938556067588
253,68,170,241,38.863287250384026
278,71,205,264,42.703533026113675
270,72,225,244,41.474654377880185
284,73,230,251,43.625192012288785
255,66,168,238,39.1705069124424
284,70,190,260,43.625192012288785
263,67,177,246,40.39938556067588
277,71,220,237,42.54992319508449
276,69,198,248,42.3963133640553
296,76,225,266,45.46850998463902
264,67,150,253,40.55299539170507
293,76,270,276,45.00768049155146
264,69,165,246,40.55299539170507
266,67,189,249,40.86021505376344
274,69,170,247,42.08909370199693
267,72,205,243,41.013824884792626
254,68,150,237,39.01689708141321
254,67,174,236,39.01689708141321
267,71,191,246,41.013824884792626
274,74,218,254,42.08909370199693
272,73,215,252,41.78187403993856
268,68,155,230,41.16743471582181
263,70,184,238,40.39938556067588
274,68,220,277,42.08909370199693
276,74,215,244,42.3963133640553
278,69,190,266,42.703533026113675
276,75,185,254,42.3963133640553
294,77,250,264,45.16129032258065
256,67,170,241,39.324116743471585
277,71,190,258,42.54992319508449
285,68,195,243,43.77880184331797
279,71,260,259,42.85714285714286
259,69,220,267,39.78494623655914
270,70,265,270,41.474654377880185
252,66,155,228,38.70967741935484
285,72,230,265,43.77880184331797
267,68,150,247,41.013824884792626
276,73,200,264,42.3963133640553
253,69,190,232,38.863287250384026
277,72,228,274,42.54992319508449
283,72,180,275,43.4715821812596
266,71,220,264,40.86021505376344
246,66,170,241,37.78801843317972
267,69,215,247,41.013824884792626
279,66,200,275,42.85714285714286
268,72,215,260,41.16743471582181
287,69,195,267,44.086021505376344
270,70,200,253,41.474654377880185
268,68,195,247,41.16743471582181
279,71,210,256,42.85714285714286
274,73,270,286,42.08909370199693
277,69,170,244,42.54992319508449
274,72,210,250,42.08909370199693
287,74,248,268,44.086021505376344
281,74,230,264,43.164362519201234
257,66,215,244,39.47772657450077
274,70,189,246,42.08909370199693
276,72,225,258,42.3963133640553
258,68,215,257,39.63133640552996
287,75,250,278,44.086021505376344
287,72,195,260,44.086021505376344
268,70,175,250,41.16743471582181
279,72,181,245,42.85714285714286
249,66,194,248,38.24884792626728
273,69,215,238,41.935483870967744
270,69,193,267,41.474654377880185
274,67,170,246,42.08909370199693
269,68,196,244,41.321044546851
274,70,214,245,42.08909370199693
288,71,220,261,44.23963133640553
272,70,190,252,41.78187403993856
281,72,170,256,43.164362519201234
278,70,150,263,42.703533026113675
279,70,220,252,42.85714285714286
278,70,220,256,42.703533026113675
243,64,156,236,37.327188940092164
277,74,247,268,42.54992319508449
257,70,160,236,39.47772657450077
267,81,167,247,41.013824884792626
264,71,220,250,40.55299539170507
273,71,235,255,41.935483870967744
269,69,225,265,41.321044546851
257,66,150,239,39.47772657450077
268,68,200,250,41.16743471582181
274,69,220,257,42.08909370199693
255,68,145,240,39.1705069124424
274,73,155,257,42.08909370199693
287,74,220,257,44.086021505376344
256,66,215,257,39.324116743471585
266,69,166,253,40.86021505376344
254,68,185,240,39.01689708141321
277,72,165,256,42.54992319508449
277,72,204,249,42.54992319508449
277,71,220,256,42.54992319508449
287,72,208,258,44.086021505376344
294,75,210,272,45.16129032258065
270,69,205,257,41.474654377880185
241,67,160,250,37.0199692780338
281,74,196,238,43.164362519201234
290,72,235,264,44.5468509984639
268,72,240,252,41.16743471582181
283,70,220,265,43.4715821812596
264,68,214,255,40.55299539170507
287,72,170,256,44.086021505376344
281,71,160,241,43.164362519201234
251,68,176,242,38.556067588325654
270,68,170,257,41.474654377880185
272,72,158,242,41.78187403993856
257,73,211,259,39.47772657450077
257,67,168,253,39.47772657450077
278,71,220,254,42.703533026113675
273,70,167,246,41.935483870967744
273,73,205,260,41.935483870967744
263,68,185,252,40.39938556067588
273,70,205,253,41.935483870967744
265,68,198,256,40.706605222734254
267,67,210,267,41.013824884792626
262,66,170,247,40.2457757296467
285,72,205,257,43.77880184331797
273,72,210,258,41.935483870967744
274,72,250,253,42.08909370199693
287,72,235,274,44.086021505376344
283,70,150,252,43.4715821812596
270,74,200,246,41.474654377880185
274,72,220,244,42.08909370199693
273,70,200,247,41.935483870967744
289,72,243,265,44.39324116743472
254,68,185,237,39.01689708141321
274,72,202,263,42.08909370199693
280,73,215,251,43.01075268817205
274,70,205,252,42.08909370199693
304,73,195,253,46.6973886328725
257,66,140,233,39.47772657450077
269,72,195,250,41.321044546851
267,71,195,251,41.013824884792626
301,72,210,263,46.236559139784944
288,73,215,259,44.23963133640553
282,70,205,263,43.31797235023041
282,71,220,254,43.31797235023041
284,72,242,263,43.625192012288785
296,74,260,264,45.46850998463902
304,74,185,276,46.6973886328725
278,71,180,247,42.703533026113675
298,74,165,259,45.77572964669739
290,71,280,255,44.5468509984639
295,74,220,264,45.314900153609834
242,64,140,228,37.173579109062985
284,73,185,238,43.625192012288785
259,69,177,244,39.78494623655914
284,75,160,233,43.625192012288785
273,69,200,253,41.935483870967744
268,72,165,243,41.16743471582181
278,69,238,256,42.703533026113675
295,72,200,247,45.314900153609834
278,71,210,254,42.703533026113675
268,70,155,241,41.16743471582181
291,73,235,267,44.70046082949309
264,68,187,242,40.55299539170507
258,69,200,252,39.63133640552996
281,74,190,267,43.164362519201234
278,72,190,256,42.703533026113675
282,72,255,276,43.31797235023041
264,70,185,242,40.55299539170507
257,66,175,244,39.47772657450077
283,71,188,257,43.4715821812596
264,69,175,254,40.55299539170507
299,73,230,269,45.92933947772658
273,69,178,248,41.935483870967744
258,67,197,253,39.63133640552996
257,68,155,244,39.47772657450077
278,70,224,263,42.703533026113675
280,70,197,258,43.01075268817205
272,70,180,259,41.78187403993856
253,66,157,243,38.863287250384026
274,69,210,262,42.08909370199693
267,71,190,257,41.013824884792626
264,67,140,237,40.55299539170507
278,74,200,255,42.703533026113675
255,66,178,240,39.1705069124424
261,68,190,244,40.092165898617516
264,73,245,263,40.55299539170507
251,67,145,247,38.556067588325654
266,71,238,252,40.86021505376344
267,69,215,241,41.013824884792626
276,72,242,268,42.3963133640553
296,71,206,271,45.46850998463902
246,67,167,244,37.78801843317972
295,78,170,277,45.314900153609834
270,70,182,257,41.474654377880185
276,69,170,252,42.3963133640553
287,71,210,254,44.086021505376344
290,72,180,272,44.5468509984639
283,71,189,248,43.4715821812596
282,70,237,279,43.31797235023041
259,68,166,249,39.78494623655914
280,73,210,266,43.01075268817205
256,69,178,255,39.324116743471585
278,71,210,265,42.703533026113675
284,74,182,244,43.625192012288785
252,66,140,228,38.70967741935484
286,70,185,255,43.93241167434716
259,66,150,225,39.78494623655914
247,68,170,227,37.94162826420891
265,70,155,247,40.706605222734254
255,71,197,247,39.1705069124424
275,70,215,255,42.242703533026116
269,72,200,252,41.321044546851
287,69,210,263,44.086021505376344
280,71,212,259,43.01075268817205
267,71,167,240,41.013824884792626
262,67,182,260,40.2457757296467
270,67,195,241,41.474654377880185
293,73,228,272,45.00768049155146
275,68,184,257,42.242703533026116
296,74,205,261,45.46850998463902
230,64,160,237,35.33026113671275
284,75,225,246,43.625192012288785
268,69,190,238,41.16743471582181
284,71,253,254,43.625192012288785
284,74,209,244,43.625192012288785
254,67,165,234,39.01689708141321
281,72,178,247,43.164362519201234
262,68,230,258,40.2457757296467
274,71,194,254,42.08909370199693
275,71,220,238,42.242703533026116
268,69,188,240,41.16743471582181
275,71,210,269,42.242703533026116
285,71,219,254,43.77880184331797
237,66,135,228,36.40552995391705
272,66,190,252,41.78187403993856
271,70,160,245,41.62826420890937
235,64,178,242,36.09831029185868
269,68,143,228,41.321044546851
274,71,175,260,42.08909370199693
277,70,220,245,42.54992319508449
252,65,140,242,38.70967741935484
256,67,190,252,39.324116743471585
289,70,220,256,44.39324116743472
279,69,173,267,42.85714285714286
285,71,170,253,43.77880184331797
286,70,230,242,43.93241167434716
252,68,135,226,38.70967741935484
267,71,180,269,41.013824884792626
263,70,178,240,40.39938556067588
241,67,180,245,37.0199692780338
257,67,150,235,39.47772657450077
273,67,140,235,41.935483870967744
266,70,202,252,40.86021505376344
276,66,140,250,42.3963133640553
281,72,240,271,43.164362519201234
274,72,230,256,42.08909370199693
267,69,230,239,41.013824884792626
266,67,185,252,40.86021505376344
289,74,247,254,44.39324116743472
278,72,230,253,42.703533026113675
265,69,160,244,40.706605222734254
273,73,238,269,41.935483870967744
267,65,130,235,41.013824884792626
273,73,173,259,41.935483870967744
264,71,204,260,40.55299539170507
271,75,168,257,41.62826420890937
298,75,310,264,45.77572964669739
267,70,159,257,41.013824884792626
274,69,175,255,42.08909370199693
263,69,160,236,40.39938556067588
249,63,130,236,38.24884792626728
271,69,180,244,41.62826420890937
264,72,160,237,40.55299539170507
266,66,157,250,40.86021505376344
285,74,250,276,43.77880184331797
252,64,147,220,38.70967741935484
272,69,210,247,41.78187403993856
299,76,235,280,45.92933947772658
272,74,220,262,41.78187403993856
284,73,192,252,43.625192012288785
260,68,168,261,39.93855606758833
260,71,200,257,39.93855606758833
263,70,152,241,40.39938556067588
263,71,185,249,40.39938556067588
289,75,193,265,44.39324116743472
267,71,230,259,41.013824884792626
286,75,225,263,43.93241167434716
278,71,203,264,42.703533026113675
270,66,152,254,41.474654377880185
258,68,198,250,39.63133640552996
280,68,257,274,43.01075268817205
257,69,175,252,39.47772657450077
268,72,169,244,41.16743471582181
268,73,182,263,41.16743471582181
280,69,143,252,43.01075268817205
266,68,197,245,40.86021505376344
263,65,145,255,40.39938556067588
257,66,144,221,39.47772657450077
298,72,187,256,45.77572964669739
276,70,192,266,42.3963133640553
258,67,184,239,39.63133640552996
288,68,220,266,44.23963133640553
258,66,172,233,39.63133640552996
274,68,180,267,42.08909370199693
263,71,209,257,40.39938556067588
287,71,180,266,44.086021505376344
278,73,215,263,42.703533026113675
268,70,198,263,41.16743471582181
254,61,135,237,39.01689708141321
274,72,150,242,42.08909370199693
260,67,173,257,39.93855606758833
268,67,177,256,41.16743471582181
255,64,165,265,39.1705069124424
264,70,165,245,40.55299539170507
265,66,230,260,40.706605222734254
274,71,223,265,42.08909370199693
259,68,173,239,39.78494623655914
297,73,218,264,45.622119815668206
279,70,171,254,42.85714285714286
268,73,185,261,41.16743471582181
260,73,200,264,39.93855606758833
281,71,165,264,43.164362519201234
286,72,200,269,43.93241167434716
269,68,170,245,41.321044546851
273,72,175,253,41.935483870967744
284,74,225,255,43.625192012288785
268,70,160,250,41.16743471582181
272,70,175,250,41.78187403993856
292,77,212,278,44.854070660522275
269,75,210,254,41.321044546851
265,68,180,263,40.706605222734254
287,71,180,262,44.086021505376344
297,73,216,271,45.622119815668206
274,71,211,263,42.08909370199693
282,68,165,273,43.31797235023041
270,70,183,247,41.474654377880185
275,69,200,242,42.242703533026116
245,66,135,245,37.634408602150536
279,72,218,277,42.85714285714286
289,73,223,264,44.39324116743472
280,71,217,282,43.01075268817205
250,67,170,235,38.40245775729647
286,74,190,258,43.93241167434716
282,69,200,266,43.31797235023041
256,65,167,243,39.324116743471585
263,68,145,245,40.39938556067588
263,66,180,263,40.39938556067588
258,69,171,253,39.63133640552996
269,72,185,256,41.321044546851
285,66,165,253,43.77880184331797
292,72,235,274,44.854070660522275
270,71,200,247,41.474654377880185
281,72,170,252,43.164362519201234
289,74,207,250,44.39324116743472
297,73,200,259,45.622119815668206
267,60,210,260,41.013824884792626
286,75,220,266,43.93241167434716
268,72,194,252,41.16743471582181
266,71,205,247,40.86021505376344
267,72,160,244,41.013824884792626
288,75,190,256,44.23963133640553
263,72,180,246,40.39938556067588
278,72,186,250,42.703533026113675
268,67,175,255,41.16743471582181
273,72,220,261,41.935483870967744
293,74,233,262,45.00768049155146
264,67,170,234,40.55299539170507
276,70,175,254,42.3963133640553
254,68,155,244,39.01689708141321
279,70,170,243,42.85714285714286
258,69,165,237,39.63133640552996
254,64,140,237,39.01689708141321
264,66,135,248,40.55299539170507
269,69,182,256,41.321044546851
262,72,201,256,40.2457757296467
267,65,165,240,41.013824884792626
286,72,200,237,43.93241167434716
277,76,230,248,42.54992319508449
264,68,172,242,40.55299539170507
260,71,200,244,39.93855606758833
259,69,160,250,39.78494623655914
253,67,155,233,38.863287250384026
239,63,158,233,36.712749615975426
286,73,208,279,43.93241167434716
258,68,150,237,39.63133640552996
280,72,208,273,43.01075268817205
272,68,209,272,41.78187403993856
279,71,220,263,42.85714285714286
250,66,168,244,38.40245775729647
276,73,226,254,42.3963133640553
273,69,225,283,41.935483870967744
289,74,235,257,44.39324116743472
296,75,265,276,45.46850998463902
259,69,148,228,39.78494623655914
269,69,165,248,41.321044546851
259,67,157,217,39.78494623655914
299,75,173,252,45.92933947772658
249,65,170,259,38.24884792626728
263,70,255,250,40.39938556067588
291,74,247,280,44.70046082949309
284,71,198,252,43.625192012288785
300,72,228,288,46.082949308755765
257,65,150,254,39.47772657450077
266,68,193,255,40.86021505376344
263,66,193,261,40.39938556067588
282,69,203,270,43.31797235023041
267,69,172,251,41.013824884792626
252,67,175,244,38.70967741935484
263,69,158,244,40.39938556067588
299,75,190,266,45.92933947772658
267,71,180,247,41.013824884792626
282,72,175,255,43.31797235023041
272,69,215,261,41.78187403993856
280,74,200,262,43.01075268817205
246,66,203,244,37.78801843317972
286,77,215,256,43.93241167434716
286,70,185,270,43.93241167434716
279,71,160,247,42.85714285714286
280,69,180,254,43.01075268817205
270,70,156,253,41.474654377880185
262,68,182,247,40.2457757296467
258,70,140,252,39.63133640552996
269,71,185,252,41.321044546851
273,70,200,261,41.935483870967744
255,66,128,237,39.1705069124424
246,63,135,226,37.78801843317972
266,68,183,247,40.86021505376344
264,72,180,246,40.55299539170507
271,74,207,246,41.62826420890937
275,69,230,248,42.242703533026116
275,70,225,256,42.242703533026116
288,72,300,270,44.23963133640553
259,68,195,242,39.78494623655914
282,72,165,255,43.31797235023041
282,69,185,254,43.31797235023041
286,73,175,256,43.93241167434716
275,69,225,256,42.242703533026116
284,72,200,273,43.625192012288785
273,68,201,256,41.935483870967744
282,74,212,262,43.31797235023041
258,64,153,247,39.63133640552996
257,71,162,227,39.47772657450077
272,71,200,254,41.78187403993856
280,71,176,263,43.01075268817205
290,71,206,256,44.5468509984639
274,76,180,262,42.08909370199693
250,71,145,232,38.40245775729647
243,65,164,242,37.327188940092164
266,68,170,240,40.86021505376344
264,66,195,242,40.55299539170507
288,71,200,265,44.23963133640553
262,69,184,245,40.2457757296467
278,72,234,278,42.703533026113675
265,70,150,247,40.706605222734254
296,74,210,276,45.46850998463902
284,73,230,271,43.625192012288785
280,73,210,241,43.01075268817205
297,72,250,284,45.622119815668206
260,65,160,226,39.93855606758833
271,70,210,262,41.62826420890937
276,69,195,234,42.3963133640553
265,69,180,254,40.706605222734254
278,70,185,256,42.703533026113675
264,69,155,230,40.55299539170507
267,71,215,247,41.013824884792626
267,66,168,238,41.013824884792626
278,72,256,265,42.703533026113675
260,69,165,246,39.93855606758833
259,72,205,256,39.78494623655914
282,75,200,246,43.31797235023041
268,69,190,244,41.16743471582181
283,71,225,258,43.4715821812596
283,72,175,255,43.4715821812596
249,69,140,242,38.24884792626728
265,70,217,253,40.706605222734254
271,73,180,241,41.62826420890937
248,69,150,234,38.095238095238095
276,71,235,272,42.3963133640553
274,67,167,256,42.08909370199693
288,71,190,247,44.23963133640553
262,68,198,250,40.2457757296467
288,73,180,264,44.23963133640553
261,73,225,254,40.092165898617516
270,74,205,236,41.474654377880185
259,64,154,266,39.78494623655914
270,69,154,252,41.474654377880185
262,70,156,246,40.2457757296467
251,71,148,232,38.556067588325654
269,67,180,240,41.321044546851
246,65,146,245,37.78801843317972
264,70,200,264,40.55299539170507
277,75,163,238,42.54992319508449
270,70,150,255,41.474654377880185
277,72,230,275,42.54992319508449
267,71,180,249,41.013824884792626
291,76,280,284,44.70046082949309
265,68,181,238,40.706605222734254
259,65,155,261,39.78494623655914
286,75,248,276,43.93241167434716
245,67,173,238,37.634408602150536
253,66,167,248,38.863287250384026
267,71,160,251,41.013824884792626
282,69,185,263,43.31797235023041
262,67,185,259,40.2457757296467
246,67,135,233,37.78801843317972
279,69,210,273,42.85714285714286
257,68,195,255,39.47772657450077
263,68,165,243,40.39938556067588
274,76,220,255,42.08909370199693
255,68,197,243,39.1705069124424
270,67,230,267,41.474654377880185
274,71,250,257,42.08909370199693
265,69,188,252,40.706605222734254
290,72,195,260,44.5468509984639
301,75,225,282,46.236559139784944
281,72,182,264,43.164362519201234
294,74,275,281,45.16129032258065
265,69,155,237,40.706605222734254
274,69,160,241,42.08909370199693
268,66,207,256,41.16743471582181
261,68,165,254,40.092165898617516
257,68,230,247,39.47772657450077
274,70,198,257,42.08909370199693
262,73,150,247,40.2457757296467
277,70,204,258,42.54992319508449
281,74,235,260,43.164362519201234
277,71,240,261,42.54992319508449
258,68,165,255,39.63133640552996
263,68,210,273,40.39938556067588
254,65,167,239,39.01689708141321
264,66,183,255,40.55299539170507
285,73,225,247,43.77880184331797
270,73,205,269,41.474654377880185
274,70,198,264,42.08909370199693
280,74,230,267,43.01075268817205
277,69,176,262,42.54992319508449
261,68,140,243,40.092165898617516
276,69,200,266,42.3963133640553
274,66,145,238,42.08909370199693
264,68,155,238,40.55299539170507
273,70,171,247,41.935483870967744
258,68,149,248,39.63133640552996
261,71,190,253,40.092165898617516
266,69,180,250,40.86021505376344
300,77,300,276,46.082949308755765
276,71,195,249,42.3963133640553
254,68,142,230,39.01689708141321
278,73,160,246,42.703533026113675
281,71,180,247,43.164362519201234
276,73,180,273,42.3963133640553
277,72,230,268,42.54992319508449
293,72,255,270,45.00768049155146
263,69,178,271,40.39938556067588
284,68,211,262,43.625192012288785
284,73,230,250,43.625192012288785
262,66,188,257,40.2457757296467
286,68,195,265,43.93241167434716
306,75,260,283,47.004608294930875
256,66,162,238,39.324116743471585
283,73,170,261,43.4715821812596
258,67,170,237,39.63133640552996
261,72,210,259,40.092165898617516
289,72,228,258,44.39324116743472
282,71,183,256,43.31797235023041
268,72,200,249,41.16743471582181
277,72,153,260,42.54992319508449
256,65,214,254,39.324116743471585
